time,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,mag_x,mag_y,mag_z
18:52.7,-9.23165838,0.296690307,-0.812550994,-3.507392399,83.90770153,30.15993007,-0.879858657,5.24911032,6.18442623
18:52.7,-9.326845731,0.211583924,-1.173715561,-7.001919198,67.01719018,29.3822114,-0.872791519,5.241992883,6.180327869
18:52.7,-9.728883199,0.079196217,-1.658867937,-7.391937222,58.87463184,28.79114521,-0.865724382,5.227758007,6.18852459
18:52.8,-9.967371672,-0.081560284,-1.909933734,-4.818590501,62.26484201,23.65820198,-0.869257951,5.217081851,6.18852459
18:52.8,-9.870671318,-0.147754137,-1.920048731,2.599694044,74.55435385,17.62310509,-0.865724382,5.213523132,6.204918033
18:52.8,-9.737825102,0.013002364,-1.972034421,6.372891965,87.04061896,15.16551409,-0.876325088,5.213523132,6.196721311
18:52.8,-9.568360209,0.353427896,-1.898653865,7.930806311,96.5453153,13.68784861,-0.858657244,5.185053381,6.209016393
18:52.8,-9.538413933,0.239952719,-1.68200006,4.690212438,109.3645475,15.07218785,-0.865724382,5.174377224,6.204918033
18:52.8,-11.76110363,1.620567376,-0.623916526,-24.69051633,96.77233831,5.661791926,-0.865724382,5.15658363,6.192622951
18:52.8,-10.23784525,-0.88534279,-2.840944698,-40.05394245,99.25445646,-8.710449117,-0.851590106,5.149466192,6.204918033
18:52.8,-10.53343095,-0.138297872,-3.443865177,-14.17400846,94.33562475,-1.026588646,-0.844522968,5.12455516,6.213114754
18:52.8,-10.2409128,0.38179669,-2.549477508,0.841930731,62.02268414,-7.512762363,-0.855123675,5.12455516,6.213114754
18:52.8,-9.483249513,0.485815603,-2.607143993,1.823163695,44.90514979,-13.71895736,-0.83745583,5.113879004,6.209016393
18:52.9,-8.733960747,0.466903073,-2.820456339,1.46580932,38.4728314,-13.54785925,-0.848056537,5.110320285,6.204918033
18:52.9,-8.49462121,0.542553191,-3.137524078,2.719209268,40.68252195,-8.539351009,-0.840989399,5.106761566,6.196721311
18:52.9,-8.448682381,0.750591017,-3.414741956,3.851947272,43.13437037,-5.677346299,-0.851590106,5.103202847,6.200819672
18:52.9,-6.916943444,0.277777778,-2.522817418,-22.01273014,75.46244586,20.15846796,-0.840989399,5.096085409,6.209016393
18:52.9,-9.19598533,0.570921986,-4.945631647,-1.195910763,79.65480396,18.52525875,-0.833922261,5.088967972,6.204918033
18:52.9,-9.405756842,0.419621749,-3.078133744,6.616297028,76.09811026,14.12337107,-0.833922261,5.074733096,6.217213115
18:52.9,-9.699882549,0.060283688,-3.23836796,-2.211443892,87.28277682,17.00093015,-0.830388693,5.06405694,6.213114754
18:52.9,-9.519489938,0.268321513,-3.45807078,-7.105340648,90.29461532,20.28290294,-0.826855124,5.060498221,6.204918033
18:52.9,-9.137700343,0.504728132,-3.562352068,-5.791012191,74.16084731,19.34964054,-0.816254417,5.039145907,6.217213115
18:52.9,-8.729274164,0.958628842,-3.335536956,-8.052930373,57.42168463,14.48112166,-0.816254417,5.03202847,6.221311475
18:53.0,-8.652537994,0.968085106,-4.131003417,-9.561114414,45.22298199,6.797261186,-0.826855124,5.03202847,6.225409836
18:53.0,-9.436932433,0.656028369,-4.306427624,-8.933757793,38.77552874,-2.488699748,-0.80565371,5.021352313,6.225409836
18:53.0,-10.07859313,0.476359338,-4.327644124,-14.08993313,26.4860169,-17.68532258,-0.802120141,5.014234875,6.229508197
18:53.0,-9.872846259,0.069739953,-4.433544657,-12.51272157,16.57267914,-26.47354357,-0.802120141,5.014234875,6.229508197
18:53.0,-9.496594311,-0.100472813,-4.396365319,-3.060823975,12.33491644,-25.75804239,-0.802120141,5.010676157,6.225409836
18:53.0,-9.063759504,-0.166666667,-4.095923819,6.265064458,12.38032104,-19.11632494,-0.802120141,5.014234875,6.204918033
18:53.0,-8.484692132,-0.45035461,-3.922298827,12.31697612,15.84620554,-6.563945585,-0.798586572,5.014234875,6.213114754
18:53.0,-8.121448281,-0.280141844,-4.045352584,20.23023939,26.86438857,7.139457401,-0.802120141,5.014234875,6.221311475
18:53.0,-8.232291484,0.239952719,-4.530131793,25.44252075,44.70839652,16.78316892,-0.791519435,5.007117438,6.213114754
18:53.0,-8.540181789,0.296690307,-4.586479861,27.82117469,57.76978657,19.9562611,-0.798586572,5.003558719,6.204918033
18:53.1,-8.676243136,0.457446809,-4.380718229,23.35754437,60.72108559,21.10728474,-0.787985866,4.989323843,6.204918033
18:53.1,-8.753357556,0.485815603,-4.458710233,19.13100601,59.72218439,17.45200698,-0.80565371,4.992882562,6.209016393
18:53.1,-8.83979213,0.485815603,-4.752143864,22.41390179,58.70814831,5.17960635,-0.784452297,4.96797153,6.217213115
18:53.1,-8.961616065,0.18321513,-4.924478406,26.66016135,61.65944734,-4.961845122,-0.784452297,4.960854093,6.209016393
18:53.1,-9.086749693,0.211583924,-4.697882309,27.22362568,62.59780908,-12.30350938,-0.77385159,4.957295374,6.209016393
18:53.1,-8.988630899,0.003546099,-4.804692377,28.11238177,54.60659941,-11.54134508,-0.77385159,4.950177936,6.213114754
18:53.1,-8.510330075,0.192671395,-4.713267313,25.41902975,43.90624858,-4.992953869,-0.763250883,4.939501779,6.200819672
18:53.1,-8.149355728,0.589834515,-5.083816192,22.21720065,40.75819629,-4.230789571,-0.756183746,4.943060498,6.200819672
18:53.1,-7.76245975,0.315602837,-5.163422295,16.96234306,52.21529045,-3.639723381,-0.752650177,4.932384342,6.196721311
18:53.1,-7.588361288,0.192671395,-5.752529919,9.248539714,68.5609466,-7.217229268,-0.752650177,4.928825623,6.204918033
18:53.1,-7.587321099,0.088652482,-5.722070334,5.150922165,72.7079001,-13.40786989,-0.749116608,4.918149466,6.192622951
18:53.2,-7.018141257,-0.166666667,-6.774871725,-4.813375201,85.63307634,-19.81627174,-0.738515901,4.911032028,6.192622951
18:53.2,-5.036996118,1.478723404,-1.091946396,4.170127152,129.4787855,-39.77253284,-0.738515901,4.896797153,6.172131148
18:53.2,-6.293408697,-0.611111111,-3.99165376,53.88546547,186.8853352,-77.49188839,-0.720848057,4.889679715,6.180327869
18:53.2,-6.442761828,-0.081560284,-5.653334339,72.41093441,200.3705015,-90.04426775,-0.706713781,4.850533808,6.163934426
18:53.2,-6.97651076,-0.488179669,-6.978081483,70.38373872,212.9627107,-99.42355492,-0.689045936,4.839857651,6.143442623
18:53.2,-7.942243436,-0.913711584,-7.945162093,54.19609846,199.3564655,-92.34631501,-0.664310954,4.814946619,6.114754098
18:53.2,-8.096094026,-0.894799054,-8.198870959,35.04432907,174.1417774,-78.06740021,-0.636042403,4.790035587,6.098360656
18:53.2,-8.096850527,-0.819148936,-8.101520569,16.87268436,148.4579084,-63.19741922,-0.61130742,4.772241993,6.086065574
18:53.2,-8.134225704,-0.923167849,-7.354551754,3.127069096,125.2410228,-49.0429394,-0.593639576,4.765124555,6.073770492
18:53.2,-8.190524877,-1.055555556,-6.822928527,6.986962222,97.55935138,-32.21310736,-0.597173145,4.758007117,6.081967213
18:53.3,-7.731620861,-0.84751773,-7.761541539,12.83428222,92.95835187,-20.04958734,-0.572438163,4.747330961,6.073770492
18:53.3,-6.695540727,-0.734042553,-8.646121089,6.879656232,105.217594,-15.46104718,-0.561837456,4.740213523,6.069672131
18:53.3,-5.905094279,-1.027186761,-8.857102695,-10.04772625,126.5426213,-17.0320389,-0.54770318,4.736654804,6.06557377
18:53.3,-5.387999838,-0.875886525,-8.265380756,-25.71809534,144.3412247,-21.20061098,-0.54770318,4.722419929,6.06557377
18:53.3,-5.289786482,-1.093380615,-7.136045705,-32.13621429,151.8481186,-30.36213692,-0.508833922,4.704626335,6.073770492
18:53.3,-5.079825845,-0.960992908,-6.256575258,-22.62876307,163.7743936,-35.0595577,-0.491166078,4.701067616,6.073770492
18:53.3,-4.812525847,-0.800236407,-6.349145216,-0.340033249,188.7620587,-42.85229878,-0.462897527,4.683274021,6.073770492
18:53.3,-5.049406756,-1.121749409,-7.19702541,17.40489936,198.1002715,-46.6475659,-0.448763251,4.658362989,6.057377049
18:53.3,-4.857708175,-1.08392435,-8.317652957,26.61349265,203.2915308,-44.1899749,-0.424028269,4.658362989,6.06147541
18:53.3,-4.895556166,-1.140661939,-9.287890425,24.92483343,202.1715507,-41.25019832,-0.395759717,4.644128114,6.057377049
18:53.4,-5.163328977,-1.254137116,-9.843244101,8.763220491,174.3839352,-29.30443953,-0.363957597,4.629893238,6.045081967
18:53.4,-4.817779807,-1.235224586,-9.797839055,-8.416378606,144.8406753,-15.35216657,-0.339222615,4.62633452,6.045081967
18:53.4,-4.049283359,-1.254137116,-9.324648199,-21.14064091,128.283131,-2.90866783,-0.325088339,4.62633452,6.045081967
18:53.4,-3.673031411,-1.424349882,-9.002980816,-27.83194138,122.4562073,3.079765938,-0.303886926,4.608540925,6.053278689
18:53.4,-3.364384605,-1.556737589,-8.798734823,-27.24774832,110.2121,6.081760008,-0.293286219,4.604982206,6.045081967
18:53.4,-2.750306122,-1.5,-8.187417233,-21.08220707,112.7396228,9.690374643,-0.268551237,4.601423488,6.06147541
18:53.4,-2.212018183,-1.547281324,-7.603731346,-11.57082967,128.1015126,4.479659546,-0.250883392,4.590747331,6.069672131
18:53.4,-2.271532485,-1.358156028,-7.879705567,8.369873819,144.5833825,-0.124434987,-0.233215548,4.587188612,6.06147541
18:53.4,-2.320781007,-1.235224586,-8.223790036,17.01938759,152.3172995,-1.990959798,-0.229681979,4.583629893,6.057377049
18:53.4,-2.066110856,-0.771867612,-8.682227205,15.27045651,161.9884793,-3.484179647,-0.201413428,4.587188612,6.057377049
18:53.5,-2.323334199,-0.979905437,-9.0111123,11.91417606,151.1670496,-3.577505887,-0.169611307,4.572953737,6.057377049
18:53.5,-1.852745964,-0.979905437,-9.653463799,2.280753829,126.7696443,2.722015349,-0.148409894,4.565836299,6.06147541
18:53.5,-1.505305541,-1.150118203,-10.22421216,-11.21609867,102.2814298,5.366258831,-0.134275618,4.569395018,6.053278689
18:53.5,-1.368298568,-1.405437352,-10.55656675,-24.5389315,87.40385576,8.850438478,-0.113074205,4.565836299,6.06557377
18:53.5,-1.261237871,-1.547281324,-10.67393811,-34.98538685,75.44731099,11.66578007,-0.106007067,4.558718861,6.069672131
18:53.5,-1.280729242,-1.51891253,-10.33067924,-35.57897503,62.38592094,11.04360513,-0.098939929,4.558718861,6.06557377
18:53.5,-1.348334383,-1.48108747,-9.673115959,-27.58868248,53.6076982,10.14145147,-0.074204947,4.56227758,6.081967213
18:53.5,-1.021992896,-1.462174941,-8.91139376,-13.92685803,50.24775777,12.59904247,-0.081272085,4.565836299,6.086065574
18:53.5,-0.592089531,-1.235224586,-8.329366344,-3.195362832,56.90709916,12.50571623,-0.060070671,4.558718861,6.094262295
18:53.5,-0.318117133,-0.781323877,-8.071776896,2.98018853,89.37138844,10.48364769,-0.060070671,4.56227758,6.090163934
18:53.5,-0.175383387,-0.64893617,-8.427685682,8.624629963,118.0065564,4.697420774,-0.038869258,4.555160142,6.090163934
18:53.6,-0.090083565,-0.535460993,-9.067319049,4.209722409,133.398716,2.068731665,-0.024734982,4.551601423,6.090163934
18:53.6,-0.118800527,-0.544917258,-9.429904821,-4.064651079,135.3813835,0.264424348,0.003533569,4.555160142,6.094262295
18:53.6,-0.184892666,-0.658392435,-9.486968743,-10.69179514,134.3824823,3.033102818,0.010600707,4.555160142,6.102459016
18:53.6,0.0788555,-1.102836879,-10.30919612,-15.11019121,118.960053,8.08827418,0.045936396,4.548042705,6.086065574
18:53.6,0.57016442,-1.254137116,-12.66698002,-32.88357649,83.95310613,12.73903183,0.049469965,4.555160142,6.098360656
18:53.6,1.281699758,-1.339243499,-11.80016031,-51.62735441,48.85535002,5.863998781,0.056537102,4.551601423,6.094262295
18:53.6,0.173853726,-0.998817967,-6.446072859,-30.7301215,61.00864806,5.055171363,0.056537102,4.551601423,6.106557377
18:53.6,1.384788823,-1.08392435,-9.135442734,14.43933145,104.082479,13.68784861,0.084805654,4.551601423,6.110655738
18:53.6,1.850365238,-0.582742317,-10.51850088,0.069774998,89.17463517,-0.248869975,0.088339223,4.555160142,6.114754098
18:53.6,1.795011693,-0.809692671,-9.593544177,-23.86479438,85.58767174,-6.843924306,0.113074205,4.555160142,6.114754098
18:53.7,1.476855607,-0.686761229,-9.199194629,-39.68360747,88.69031944,-4.355224558,0.102473498,4.558718861,6.114754098
18:53.7,1.484189945,-0.459810875,-9.054388487,-42.71661823,90.06759232,-4.277452691,0.141342756,4.555160142,6.12704918
18:53.7,1.233828127,-0.393617021,-8.817108426,-38.71600827,100.6922688,-3.421962153,0.155477032,4.56227758,6.135245902
18:53.7,1.445396329,-0.421985816,-8.789510623,-32.18133759,115.3882245,-1.399893608,0.169611307,4.558718861,6.12295082
18:53.7,2.127836454,-0.478723404,-9.345123871,-27.81054203,120.0043588,-7.481653617,0.180212014,4.555160142,6.151639344
18:53.7,2.645687396,-0.403073286,-9.782695914,-26.35291878,115.0098528,-14.43445854,0.197879859,4.569395018,6.151639344
18:53.7,3.051034556,-0.601654846,-10.10849134,-28.38222708,96.92368697,-14.85442662,0.219081272,4.572953737,6.159836066
18:53.7,3.1930118,-0.393617021,-10.30819015,-23.50912865,82.71204705,-9.363732801,0.236749117,4.569395018,6.159836066
18:53.7,2.623737396,-0.128841608,-10.18742597,-14.06804021,69.78687081,-8.72600349,0.250883392,4.572953737,6.159836066
18:53.7,2.508207609,-0.100472813,-9.529288875,-3.37513273,57.3914149,-14.66777414,0.261484099,4.576512456,6.159836066
18:53.8,2.998381778,-0.138297872,-9.504382568,1.641003376,51.24665898,-19.08521619,0.25795053,4.576512456,6.172131148
18:53.8,3.211273857,-0.299054374,-9.671672777,7.856684926,54.16768827,-15.42993844,0.261484099,4.587188612,6.176229508
18:53.8,2.256521914,0.098108747,-11.92238138,38.67504494,105.4900216,-14.32557792,0.279151943,4.587188612,6.168032787
18:53.8,1.952077413,-1.150118203,-5.844316343,24.74520593,188.958812,-28.40228587,0.296819788,4.587188612,6.151639344
18:53.8,2.836534912,-0.280141844,-6.50931623,-58.37372136,197.5402814,-44.1899749,0.328621908,4.597864769,6.172131148
18:53.8,4.153732656,0.533096927,-10.39573402,-51.18355763,217.7150589,-37.37715934,0.339222615,4.608540925,6.18852459
18:53.8,4.773863148,-0.01536643,-9.798044808,-10.48553203,195.9359856,-20.7184254,0.385159011,4.62633452,6.18442623
18:53.8,5.426167871,0.060283688,-9.049959549,5.963980021,159.294473,-8.881547225,0.406360424,4.629893238,6.180327869
18:53.8,5.785197952,-0.308510638,-8.539745414,-6.373342772,123.1524111,7.061685534,0.427561837,4.644128114,6.18852459
18:53.8,5.893960776,-0.620567376,-8.832010451,-27.07837059,113.2693431,20.54732729,0.424028269,4.637010676,6.18852459
18:53.9,5.41272851,-0.516548463,-9.073486632,-38.66718824,107.0489129,26.53576106,0.455830389,4.65480427,6.196721311
18:53.9,5.043338087,-0.072104019,-9.1429067,-26.71268104,91.58107899,26.44243482,0.466431095,4.658362989,6.196721311
18:53.9,4.890149436,-0.119385343,-9.150711933,-1.323966443,73.0711369,24.12483318,0.480565371,4.665480427,6.196721311
18:53.9,4.892324377,-0.336879433,-8.962170023,22.53573813,61.6291776,21.80723154,0.48409894,4.665480427,6.192622951
18:53.9,4.818141398,-0.601654846,-8.635052664,37.61932922,74.10030784,17.66976821,0.494699647,4.676156584,6.18442623
18:53.9,4.585947074,-0.43144208,-7.800588582,38.01803009,109.0013107,5.677346299,0.505300353,4.679715302,6.176229508
18:53.9,4.661264804,-0.280141844,-6.635472787,26.34790261,122.1535099,-9.752592136,0.519434629,4.693950178,6.176229508
18:53.9,5.408946004,-0.138297872,-6.212731006,8.661365685,114.0260865,-19.58295614,0.526501767,4.693950178,6.176229508
18:53.9,6.108607996,0.003546099,-6.368295054,-13.75693462,100.5863247,-18.74301997,0.54770318,4.701067616,6.180327869
18:53.9,6.49247797,0.031914894,-6.676525351,-24.76399476,95.5918187,-14.72999163,0.551236749,4.711743772,6.180327869
18:54.0,6.52185687,-0.024822695,-6.980359673,-28.74838924,100.2836274,-9.674820269,0.565371025,4.715302491,6.180327869
18:54.0,6.360199129,-0.185579196,-6.967325598,-30.59612428,107.7905213,-4.308561438,0.5795053,4.725978648,6.18442623
18:54.0,6.284692274,-0.317966903,-7.141825439,-39.18391721,118.3546584,-5.863998781,0.597173145,4.736654804,6.192622951
18:54.0,6.457655984,-0.327423168,-7.221939974,-45.83265863,127.4053087,-13.31454365,0.604240283,4.75088968,6.200819672
18:54.0,6.649827378,-0.336879433,-7.400345911,-42.58777371,128.7220421,-17.40534386,0.597173145,4.761565836,6.213114754
18:54.0,7.147335885,-0.147754137,-7.573981103,-29.20767444,134.0343804,-15.92767839,0.636042403,4.768683274,6.221311475
18:54.0,7.392685883,0.287234043,-7.306106373,-11.48904024,136.1986663,-13.3456524,0.643109541,4.775800712,6.221311475
18:54.0,7.613479676,0.296690307,-6.690383122,2.739399851,123.4248387,-6.983913667,0.657243816,4.793594306,6.225409836
18:54.0,7.833422404,0.391252955,-6.144171953,7.6348149,106.8521596,0.139989361,0.653710247,4.797153025,6.229508197
18:54.0,7.642385763,0.287234043,-5.748824095,5.249538596,96.1820785,6.455064971,0.67844523,4.8113879,6.221311475
18:54.0,7.142702315,0.315602837,-5.5184825,2.747533518,98.33122959,8.290481035,0.689045936,4.829181495,6.225409836
18:54.1,6.683325486,0.154846336,-5.286652718,-0.643898267,97.74096978,4.63520328,0.692579505,4.825622776,6.225409836
18:54.1,6.453684353,0.069739953,-5.116736389,-5.136623932,100.8587523,-7.388327376,0.699646643,4.84341637,6.221311475
18:54.1,6.782011656,-0.109929078,-5.108413039,-10.69262213,119.0659971,-20.15846796,0.717314488,4.846975089,6.229508197
18:54.1,7.233203083,-0.091016548,-5.221023337,-19.17431811,140.1337317,-34.39071964,0.727915194,4.864768683,6.229508197
18:54.1,8.000753904,-0.01536643,-5.229455346,-28.84760642,157.4934239,-47.05197961,0.738515901,4.882562278,6.245901639
18:54.1,8.65277494,0.088652482,-5.246825678,-34.94281007,180.210859,-55.04692754,0.756183746,4.903914591,6.245901639
18:54.1,8.705953545,0.533096927,-4.908454269,-34.78942885,187.7782924,-52.85376089,0.763250883,4.918149466,6.254098361
18:54.1,9.126536757,0.731678487,-4.58110821,-28.37273792,178.6065631,-41.57684016,0.787985866,4.946619217,6.274590164
18:54.1,9.094699227,1.03427896,-4.348377458,-20.38480114,154.3605065,-26.72241354,0.787985866,4.975088968,6.282786885
18:54.1,8.633431146,1.062647754,-3.873171703,-10.28951925,113.2693431,-9.472613415,0.802120141,4.978647687,6.290983607
18:54.2,8.064345866,1.308510638,-4.370246039,5.329750623,107.1699918,-1.555437342,0.812720848,4.992882562,6.282786885
18:54.2,8.324689777,1.204491726,-3.067088259,22.19778549,105.8683933,1.197686754,0.812720848,5.007117438,6.282786885
18:54.2,8.691432445,1.024822695,-2.12720547,5.243315758,87.94871096,4.355224558,0.809187279,5.017793594,6.290983607
18:54.2,8.759699525,0.920803783,-2.480005524,-16.47831533,85.58767174,-2.27093852,0.830388693,5.021352313,6.290983607
18:54.2,8.884549465,0.920803783,-2.755932135,-26.78915791,100.7679431,-16.68984268,0.833922261,5.035587189,6.295081967
18:54.2,8.828250293,0.788416076,-2.812904861,-28.3563247,119.2930201,-32.75751043,0.83745583,5.049822064,6.307377049
18:54.2,9.003010694,0.59929078,-2.744091684,-30.76185712,140.1337317,-46.02539096,0.83745583,5.06405694,6.307377049
18:54.2,11.36995861,1.119385343,-3.145739546,-31.49356993,146.914152,-43.94110492,0.855123675,5.085409253,6.319672131
18:54.2,11.7353774,1.072104019,-2.95272227,-21.36269875,135.2451697,-13.54785925,0.862190813,5.113879004,6.331967213
18:54.2,10.96707008,1.072104019,-2.493782299,-19.34972066,121.2454179,21.21616535,0.862190813,5.12455516,6.323770492
18:54.3,9.702672686,0.741134752,-2.222770386,-21.89933672,98.87608479,26.55131543,0.855123675,5.138790036,6.31557377
18:54.3,9.467641482,1.195035461,-1.783512116,-19.80039987,81.19856037,26.84684853,0.865724382,5.15658363,6.319672131
18:54.3,9.217185101,1.270685579,-1.144118437,-23.57619321,73.0257323,28.71337334,0.879858657,5.160142349,6.323770492
18:54.3,8.938957384,1.242316785,-1.268581595,-16.87089412,60.43352312,21.23171972,0.879858657,5.167259786,6.307377049
18:54.3,9.121335811,1.25177305,-1.241070144,-7.486981855,41.8479067,14.49667603,0.879858657,5.177935943,6.307377049
18:54.3,9.228585633,1.091016548,-1.25034501,-1.640686861,29.52812512,9.877027124,0.883392226,5.185053381,6.290983607
18:54.3,9.155537406,0.712765957,-1.363551213,4.574483934,30.87512827,7.574979857,0.886925795,5.192170819,6.307377049
18:54.3,8.995014417,0.438534279,-1.231674543,6.126432566,35.21883504,3.40640778,0.872791519,5.195729537,6.307377049
18:54.3,8.948886462,0.249408983,-1.347041201,-0.309725925,40.93981469,1.275458621,0.872791519,5.192170819,6.299180328
18:54.3,9.466548279,0.343971631,-1.353163446,-4.73462613,49.24885656,1.275458621,0.865724382,5.199288256,6.307377049
18:54.3,10.0976595,0.61820331,-1.07772883,-2.373295967,63.64211489,2.90866783,0.872791519,5.217081851,6.307377049
18:54.4,10.82125731,0.287234043,0.644893014,15.41604391,39.29011421,5.506248192,0.876325088,5.291814947,6.290983607
18:54.5,9.311899639,1.403073286,2.444045856,39.16718831,61.28107567,14.38779542,0.879858657,5.295373665,6.286885246
18:54.5,10.12225726,0.079196217,1.428948065,59.27625151,82.24286618,18.2608344,0.879858657,5.306049822,6.286885246
18:54.5,10.4211111,-0.03427896,1.535003536,60.11683052,109.0921199,5.319595711,0.879858657,5.323843416,6.286885246
18:54.5,9.425106908,0.646572104,0.311913498,46.04569432,128.2982658,3.204200925,0.876325088,5.362989324,6.286885246
18:54.5,9.029836403,0.79787234,0.020055224,42.25965819,119.1114017,6.703934945,0.886925795,5.37366548,6.266393443
18:54.5,8.807529608,0.939716312,-0.087049406,30.37993224,106.9429688,12.52127061,0.893992933,5.402135231,6.286885246
18:54.5,8.742477658,0.722222222,-0.02536435,17.98841453,98.95175913,18.36971501,0.890459364,5.40569395,6.262295082
18:54.5,9.259099285,0.920803783,0.565889504,2.961957965,104.3246368,25.36918305,0.886925795,5.423487544,6.270491803
18:54.6,9.413139,0.882978723,1.486861018,-10.38994925,117.0379249,31.79313928,0.879858657,5.430604982,6.262295082
18:54.6,9.713694967,0.59929078,2.536355121,-11.22366946,130.4776867,30.57989815,0.893992933,5.451957295,6.270491803
18:54.6,9.454296683,0.608747045,3.284409416,-8.293934255,143.2515142,29.73996199,0.879858657,5.46975089,6.258196721
18:54.6,9.50335608,0.504728132,3.363438471,-1.282022127,150.3497668,28.37117712,0.876325088,5.491103203,6.245901639
18:54.6,9.387448043,0.570921986,3.177546894,5.496161353,161.7311866,26.11579298,0.869257951,5.508896797,6.245901639
18:54.6,9.222764297,0.712765957,2.854047518,8.152878403,174.8985207,30.43990879,0.862190813,5.533807829,6.233606557
18:54.6,9.510595855,0.741134752,2.684116661,3.87151265,174.5655536,37.2838331,0.844522968,5.558718861,6.229508197
18:54.6,9.458930253,0.145390071,3.092797998,-1.759878583,153.3162007,35.61951514,0.851590106,5.576512456,6.221311475
18:54.6,9.306970916,-0.024822695,3.812144796,-4.428930076,135.8808341,31.62204117,0.840989399,5.590747331,6.217213115
18:54.6,9.058594913,-0.157210402,4.326068926,-1.234550327,126.1037102,22.81826581,0.830388693,5.604982206,6.217213115
18:54.6,8.893627479,0.013002364,4.286776743,3.899488942,110.3029092,17.9653013,0.816254417,5.619217082,6.209016393
18:54.7,8.202434577,-0.01536643,3.008871195,-1.607675534,86.11739208,21.52725282,0.823321555,5.62633452,6.221311475
18:54.7,8.9127406,0.022458629,3.295687861,-22.5026083,83.33257659,23.1760164,0.812720848,5.640569395,6.209016393
18:54.7,8.651923876,0.173758865,4.650553718,-26.43669911,102.145216,18.2608344,0.80565371,5.640569395,6.209016393
18:54.7,8.671320684,0.154846336,5.101805773,-19.42768117,122.6680954,21.54280719,0.791519435,5.661921708,6.209016393
18:54.7,8.837517433,-0.138297872,5.407183157,-16.43221566,132.8084562,25.58694428,0.787985866,5.672597865,6.196721311
18:54.7,8.973105966,-0.25177305,5.544301079,-12.58982337,141.4807348,23.36266888,0.780918728,5.697508897,6.192622951
18:54.7,8.841163827,0.457446809,5.911305739,-2.813627579,161.7311866,18.05862754,0.77385159,5.708185053,6.176229508
18:54.7,8.593260638,0.277777778,5.945011259,4.411020358,165.5149033,12.07019378,0.752650177,5.733096085,6.18852459
18:54.7,8.43207571,0.069739953,6.321480924,16.52079891,163.8954726,3.110874685,0.749116608,5.736654804,6.180327869
18:54.7,7.953018385,-0.043735225,5.895769216,21.90941727,156.5399273,-4.246343945,0.727915194,5.761565836,6.18442623
18:54.8,7.497329499,-0.573286052,5.787902423,13.4699743,125.4226412,-13.64118549,0.724381625,5.779359431,6.192622951
18:54.8,6.94030669,-0.573286052,5.695373325,4.580804313,100.0566044,-19.78516299,0.703180212,5.793594306,6.196721311
18:54.8,6.863475958,-0.573286052,5.450893319,-12.71159738,86.76819135,-25.99135799,0.703180212,5.800711744,6.18852459
18:54.8,6.745960356,-0.346335697,5.910865801,-19.61350384,70.75550228,-25.44695492,0.692579505,5.8113879,6.196721311
18:54.8,6.320176198,-0.024822695,6.127727029,-19.22889913,63.12752941,-21.13839348,0.671378092,5.818505338,6.196721311
18:54.8,4.205954169,-0.84751773,6.451394176,-39.44748491,83.12068845,12.80124933,0.689045936,5.829181495,6.18852459
18:54.8,4.962009896,-0.582742317,8.256023388,-14.00550635,85.11849087,19.64517363,0.671378092,5.829181495,6.18442623
18:54.8,6.942387068,-0.781323877,8.208775634,7.812183896,98.51284799,22.58495021,0.660777385,5.84341637,6.18852459
18:54.8,9.154958565,-1.150118203,7.572312111,15.53034439,116.1146981,-3.795267115,0.657243816,5.857651246,6.180327869
18:54.8,7.21962761,0.306146572,7.331854459,0.848178025,102.2511601,-13.19010866,0.650176678,5.861209964,6.180327869
18:54.9,6.079512784,0.031914894,6.98303042,-7.755781762,94.45670369,4.650757654,0.625441696,5.87544484,6.180327869
18:54.9,5.997900905,-0.45035461,7.312397008,-2.700036425,110.5147974,9.22374344,0.618374558,5.879003559,6.180327869
18:54.9,6.198730513,-0.365248227,7.603835625,6.864580475,114.3893233,1.08880614,0.604240283,5.896797153,6.18852459
18:54.9,6.302670643,-0.195035461,7.552044433,5.432880293,102.145216,-9.130417199,0.593639576,5.903914591,6.192622951
18:54.9,6.022267985,-0.005910165,7.808015453,3.42919978,80.5023565,-14.48112166,0.583038869,5.911032028,6.180327869
18:54.9,6.124033174,0.38179669,7.783500868,12.01657921,62.27997687,-18.64969373,0.583038869,5.921708185,6.196721311
18:54.9,6.158423894,-0.176122931,8.544100963,24.41288824,72.26898896,-11.40135572,0.54770318,5.925266904,6.18442623
18:54.9,5.906927324,0.003546099,8.564439104,32.23239251,81.62233664,-7.730523591,0.565371025,5.932384342,6.196721311
18:54.9,5.712486427,0.239952719,8.318771133,33.70078328,97.49881191,-3.437516527,0.54770318,5.93594306,6.196721311
18:54.9,5.474092516,0.069739953,8.411146593,27.57387489,106.4132485,-0.451076829,0.537102473,5.953736655,6.200819672
18:55.0,4.915083892,0.268321513,8.277411807,17.87177953,101.1160451,2.208721026,0.51590106,5.964412811,6.213114754
18:55.0,3.972583544,0.40070922,9.158596931,1.341217978,97.74096978,5.27293259,0.508833922,5.960854093,6.213114754
18:55.0,5.051050676,0.117021277,9.238938532,-27.06924308,121.7902731,-5.77067254,0.491166078,5.978647687,6.209016393
18:55.0,4.827798254,0.353427896,9.758733416,-27.11272637,97.68043031,-4.63520328,0.480565371,5.982206406,6.209016393
