time,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,mag_x,mag_y,mag_z
18:43.0,-0.048116367,0.069739953,9.9182387,0.015541375,0.015134867,0.186652481,-0.081272085,6.163701068,6.241803279
18:43.1,-0.038701651,0.088652482,9.937575292,0.308687225,0.090809201,0.186652481,-0.091872792,6.160142349,6.229508197
18:43.1,-0.087193672,0.135933806,9.917967534,-0.106496467,0.121078934,0,-0.081272085,6.160142349,6.237704918
18:43.1,-0.029192372,0.098108747,9.878526042,0.322546949,-0.060539467,0.093326241,-0.081272085,6.163701068,6.237704918
18:43.1,-0.01958853,0.098108747,9.937289599,0.016305763,0.090809201,0.077771867,-0.084805654,6.153024911,6.237704918
18:43.1,-0.01036294,0.135933806,9.976058822,-0.000458632,-0.0454046,0.124434987,-0.081272085,6.153024911,6.237704918
18:43.1,0.018732273,0.107565012,9.927001895,0.138802237,0.030269734,0.04666312,-0.074204947,6.163701068,6.237704918
18:43.1,-0.048494618,0.107565012,9.957103962,0.07633098,-0.060539467,0.031108747,-0.077738516,6.15658363,6.233606557
18:43.1,-0.020061344,0.145390071,9.966251311,-0.046318372,-0.015134867,0.031108747,-0.074204947,6.15658363,6.241803279
18:43.1,-0.04858918,0.117021277,9.888340817,0.014624111,-0.075674334,0.031108747,-0.081272085,6.15658363,6.229508197
18:43.1,-0.048400055,0.098108747,9.917957849,0.062165502,0.060539467,0.124434987,-0.077738516,6.160142349,6.237704918
18:43.2,-0.048400055,0.098108747,9.996437309,0.153120593,-0.075674334,0.015554373,-0.077738516,6.160142349,6.237704918
18:43.2,-0.068080551,0.145390071,9.927491773,-0.015082743,0.030269734,0.031108747,-0.081272085,6.163701068,6.237704918
18:43.2,-0.009890126,0.088652482,9.966716975,0.13803785,-0.0454046,0.155543734,-0.074204947,6.15658363,6.241803279
18:43.2,-0.029192372,0.098108747,9.957005502,0.09278962,0.0454046,0.124434987,-0.081272085,6.167259786,6.233606557
18:43.2,-0.009984689,0.098108747,9.917573695,-0.031235628,-0.0454046,0.062217494,-0.077738516,6.153024911,6.229508197
18:43.2,-0.028908684,0.069739953,9.967096286,0.107566609,-0.015134867,-0.093326241,-0.070671378,6.15658363,6.237704918
18:43.2,-0.038985339,0.117021277,9.947104374,-0.028789589,0.196753268,0.171098108,-0.077738516,6.160142349,6.233606557
18:43.2,-0.038890776,0.107565012,9.966817856,0.108789628,0.105944068,0.108880614,-0.074204947,6.15658363,6.237704918
18:43.2,-0.038796214,0.098108747,9.927671743,0.184661976,0,0.093326241,-0.081272085,6.15658363,6.237704918
18:43.2,-0.01958853,0.098108747,9.927479666,0.12157921,-0.151348668,-0.077771867,-0.088339223,6.160142349,6.245901639
18:43.3,-0.028624996,0.041371158,9.908517541,0.01645864,0.105944068,0.108880614,-0.074204947,6.160142349,6.245901639
18:43.3,-0.058193022,0.117021277,9.957106383,-0.029859731,0.090809201,0.124434987,-0.084805654,6.15658363,6.233606557
18:43.3,-0.048305492,0.088652482,9.927861398,-0.030624119,0.015134867,0.04666312,-0.074204947,6.160142349,6.237704918
18:43.3,-0.038985339,0.117021277,9.917674576,0.032458648,0.166483535,0.031108747,-0.084805654,6.15658363,6.241803279
18:43.3,-0.028908684,0.069739953,9.888616825,0.076789613,-0.015134867,0.062217494,-0.091872792,6.160142349,6.241803279
18:43.3,-0.038607088,0.079196217,9.908239112,-0.060789605,0.075674334,0.077771867,-0.070671378,6.15658363,6.241803279
18:43.3,-0.038796214,0.098108747,9.957101541,0.108178118,0.0454046,0.171098108,-0.084805654,6.160142349,6.229508197
18:43.3,-0.106117667,0.107565012,9.957680192,0.077859755,0.090809201,0.04666312,-0.088339223,6.160142349,6.237704918
18:43.3,-0.029192372,0.098108747,9.907955839,0.016305763,0.090809201,0.077771867,-0.074204947,6.160142349,6.237704918
18:43.3,-0.029097809,0.088652482,9.947289187,0.018140292,0.272427602,0.155543734,-0.067137809,6.15658363,6.241803279
18:43.3,-0.067891426,0.126477541,9.859009479,0.093095375,0.075674334,0.186652481,-0.077738516,6.160142349,6.241803279
18:43.4,-0.067891426,0.126477541,9.888439277,0.078318387,0.136213801,0.139989361,-0.070671378,6.160142349,6.229508197
18:43.4,-0.067702301,0.107565012,9.947486106,0.153579225,-0.030269734,0.217761228,-0.081272085,6.163701068,6.233606557
18:43.4,-0.057909334,0.088652482,9.908337572,-0.123107984,0,-0.015554373,-0.077738516,6.15658363,6.237704918
18:43.4,-0.00932275,0.031914894,9.947658812,0.078624142,0.166483535,-0.139989361,-0.077738516,6.160142349,6.233606557
18:43.4,-0.048494618,0.107565012,9.898244367,0.123719494,0.060539467,0.077771867,-0.070671378,6.163701068,6.241803279
18:43.4,-0.048116367,0.069739953,9.937858565,0.106343589,-0.136213801,0.139989361,-0.077738516,6.153024911,6.237704918
18:43.4,-0.038512526,0.069739953,9.947572459,0.093554008,0.121078934,-0.031108747,-0.070671378,6.160142349,6.25
18:43.4,-0.02947606,0.126477541,9.946914718,-0.108025241,-0.030269734,0.015554373,-0.091872792,6.160142349,6.241803279
18:43.4,-0.019872218,0.126477541,9.897769017,0.061859747,0.030269734,0.124434987,-0.074204947,6.15658363,6.233606557
18:43.4,-0.038701651,0.088652482,9.976815023,0.123719494,0.060539467,0.124434987,-0.074204947,6.15658363,6.241803279
18:43.5,-0.029097809,0.088652482,9.966909052,0.061553992,0,0.139989361,-0.074204947,6.15658363,6.237704918
18:43.5,0.009128432,0.107565012,9.946717799,0.107872364,0.015134867,0.015554373,-0.098939929,6.163701068,6.237704918
18:43.5,-0.048683743,0.126477541,9.907867065,0.184967731,0.030269734,0.155543734,-0.074204947,6.160142349,6.233606557
18:43.5,-0.000853661,0.145390071,9.917009572,-0.044942475,0.121078934,0.233315601,-0.084805654,6.15658363,6.237704918
18:43.5,-0.048400055,0.098108747,9.937577714,0.062012624,0.0454046,0.171098108,-0.081272085,6.163701068,6.25
18:43.5,-0.000664535,0.126477541,9.936816671,0.078012632,0.105944068,-0.015554373,-0.077738516,6.15658363,6.233606557
18:43.5,-0.038701651,0.088652482,9.96700509,0.045706862,-0.0454046,0.108880614,-0.077738516,6.15658363,6.237704918
18:43.5,-0.019683093,0.107565012,9.878336386,-0.092025233,0.030269734,0,-0.081272085,6.167259786,6.241803279
18:43.5,-0.048400055,0.098108747,9.957197579,0.078624142,0.166483535,0.04666312,-0.074204947,6.15658363,6.25
18:43.5,-0.010268377,0.126477541,10.00558224,0.06170687,0.015134867,0.233315601,-0.074204947,6.15658363,6.245901639
18:43.6,-0.048400055,0.098108747,9.868908186,0.168814846,-0.0454046,0.015554373,-0.084805654,6.160142349,6.245901639
18:43.6,-0.010268377,0.126477541,9.985962372,0.046777004,0.060539467,0.062217494,-0.070671378,6.15658363,6.237704918
18:43.6,-0.019872218,0.126477541,9.897769017,0.015388498,0,0.155543734,-0.091872792,6.15658363,6.237704918
18:43.6,-0.000286285,0.088652482,9.917571274,0.091566601,-0.075674334,0.124434987,-0.074204947,6.160142349,6.241803279
18:43.6,-0.029286935,0.107565012,9.986341683,0.047082759,0.090809201,-0.031108747,-0.088339223,6.160142349,6.25
18:43.6,-0.058382147,0.135933806,9.976539014,-0.030471241,0.030269734,-0.04666312,-0.077738516,6.160142349,6.237704918
18:43.6,-0.038890776,0.107565012,9.957007923,0.015235621,-0.015134867,-0.124434987,-0.088339223,6.160142349,6.245901639
18:43.6,-0.058193022,0.117021277,9.898246788,0.046012617,-0.015134867,0.124434987,-0.077738516,6.15658363,6.241803279
18:43.6,-0.038890776,0.107565012,9.898148328,0.13864936,0.015134867,-0.108880614,-0.081272085,6.160142349,6.245901639
18:43.6,-0.058003897,0.098108747,9.937673752,-0.000305755,-0.030269734,0.186652481,-0.081272085,6.163701068,6.237704918
18:43.7,0.009506682,0.069739953,9.888232672,0.23205049,0.121078934,0.139989361,-0.088339223,6.163701068,6.241803279
18:43.7,-0.020155906,0.154846336,9.926917964,0.000152877,0.015134867,-0.062217494,-0.081272085,6.163701068,6.241803279
18:43.7,-0.057814771,0.079196217,9.977100717,0.13742634,-0.105944068,0.248869975,-0.081272085,6.160142349,6.229508197
18:43.7,-0.019493968,0.088652482,9.888333553,-0.121120577,0.196753268,0.093326241,-0.077738516,6.160142349,6.233606557
18:43.7,-0.048494618,0.107565012,10.00615362,0.06109536,-0.0454046,0.139989361,-0.077738516,6.160142349,6.237704918
18:43.7,-0.009984689,0.098108747,9.956813425,0.014929866,-0.0454046,0.202206855,-0.070671378,6.15658363,6.233606557
18:43.7,-0.029097809,0.088652482,9.947289187,0.061859747,0.030269734,0.217761228,-0.081272085,6.163701068,6.241803279
18:43.7,-0.02947606,0.126477541,9.927294853,0.014624111,-0.075674334,-0.093326241,-0.077738516,6.163701068,6.229508197
18:43.7,-0.048494618,0.107565012,9.898244367,0.122955107,-0.015134867,0.139989361,-0.081272085,6.163701068,6.241803279
18:43.7,-0.049723932,0.230496454,9.975506806,-0.00061151,-0.060539467,0.077771867,-0.074204947,6.15658363,6.237704918
18:43.8,-0.038796214,0.098108747,9.937481675,0.047082759,0.090809201,0.202206855,-0.088339223,6.15658363,6.237704918
18:43.8,-0.029097809,0.088652482,9.898239524,0.076636735,-0.030269734,0.139989361,-0.09540636,6.160142349,6.237704918
18:43.8,-0.009984689,0.098108747,9.927383628,0.031388506,0.060539467,0.202206855,-0.077738516,6.15658363,6.233606557
18:43.8,-0.019683093,0.107565012,9.956815847,0.322852704,-0.030269734,0.217761228,-0.074204947,6.163701068,6.241803279
18:43.8,-0.01958853,0.098108747,9.947099531,-0.015541375,-0.015134867,0.155543734,-0.074204947,6.15658363,6.233606557
18:43.8,-0.01958853,0.098108747,9.937289599,0.15449649,0.060539467,0.248869975,-0.088339223,6.163701068,6.241803279
18:43.8,-0.067607738,0.098108747,9.89853006,0.076789613,-0.015134867,-0.077771867,-0.077738516,6.15658363,6.241803279
18:43.8,-0.04858918,0.117021277,9.927580547,-0.060636727,0.090809201,0.124434987,-0.074204947,6.160142349,6.237704918
18:43.8,-0.029097809,0.088652482,10.00614878,0.230521715,-0.030269734,0.062217494,-0.081272085,6.15658363,6.237704918
18:43.8,0.018826836,0.098108747,9.91728558,-0.076789613,0.015134867,0,-0.081272085,6.160142349,6.233606557
18:43.8,-0.01921028,0.060283688,9.927854134,-0.13864936,-0.015134867,0.04666312,-0.074204947,6.160142349,6.245901639
18:43.9,-0.009984689,0.098108747,9.878333965,0.107872364,0.015134867,-0.015554373,-0.081272085,6.163701068,6.237704918
18:43.9,-0.04858918,0.117021277,9.927580547,0.00122302,0.121078934,0.077771867,-0.081272085,6.153024911,6.237704918
18:43.9,-0.029192372,0.098108747,9.907955839,0.232814877,0.196753268,-0.031108747,-0.074204947,6.163701068,6.241803279
18:43.9,-0.077306142,0.107565012,9.918152347,0.201426371,0.136213801,0.015554373,-0.081272085,6.163701068,6.233606557
18:43.9,-0.048494618,0.107565012,9.966913894,0.077859755,0.090809201,0.015554373,-0.081272085,6.163701068,6.245901639
18:43.9,-0.048116367,0.069739953,9.947668497,0.246063091,-0.015134867,0.077771867,-0.088339223,6.160142349,6.237704918
18:43.9,-0.019399405,0.079196217,9.9276669,0.061401115,-0.015134867,0.108880614,-0.070671378,6.153024911,6.237704918
18:43.9,-0.058193022,0.117021277,9.908056721,-0.078012632,-0.105944068,-0.062217494,-0.077738516,6.153024911,6.237704918
18:43.9,-0.067702301,0.107565012,9.947486106,0.184814854,0.015134867,0.093326241,-0.081272085,6.15658363,6.241803279
18:43.9,-0.057909334,0.088652482,9.986817032,0.077095368,0.015134867,0.171098108,-0.081272085,6.15658363,6.245901639
18:44.0,-0.038890776,0.107565012,9.996247654,-0.015541375,-0.015134867,0.155543734,-0.074204947,6.15658363,6.237704918
18:44.0,-0.010173814,0.117021277,9.976246056,0.140331011,0.181618402,0.248869975,-0.081272085,6.15658363,6.25
18:44.0,-0.01036294,0.135933806,9.92700916,0.138802237,0.030269734,-0.062217494,-0.074204947,6.149466192,6.245901639
18:44.0,-0.010079252,0.107565012,9.956719808,-0.013859724,0.151348668,0.108880614,-0.081272085,6.160142349,6.25
18:44.0,-0.038985339,0.117021277,9.907864644,0.060636727,-0.090809201,0.015554373,-0.074204947,6.160142349,6.229508197
18:44.0,-0.06732405,0.069739953,9.898810911,-0.000458632,-0.0454046,0.171098108,-0.074204947,6.160142349,6.241803279
18:44.0,-0.029003247,0.079196217,9.927762938,0.168967723,-0.030269734,-0.04666312,-0.081272085,6.160142349,6.241803279
18:44.0,-0.048400055,0.098108747,9.986627377,0.091719478,-0.060539467,0.139989361,-0.081272085,6.163701068,6.241803279
18:44.0,-0.048494618,0.107565012,9.937484097,0.01584713,0.0454046,0.04666312,-0.074204947,6.163701068,6.229508197
18:44.0,-0.029570623,0.135933806,9.927201236,0.047235636,0.105944068,0.062217494,-0.077738516,6.160142349,6.237704918
18:44.1,-0.038701651,0.088652482,9.908145495,0.015541375,0.015134867,0.124434987,-0.081272085,6.160142349,6.237704918
18:44.1,-0.019399405,0.079196217,9.96690663,0.107260854,-0.0454046,0.031108747,-0.084805654,6.174377224,6.245901639
18:44.1,-0.076927892,0.069739953,9.957766545,0.184356221,-0.030269734,0.155543734,-0.077738516,6.15658363,6.245901639
18:44.1,-0.019777656,0.117021277,9.946912297,-0.046624126,-0.0454046,0.04666312,-0.088339223,6.160142349,6.233606557
18:44.1,-0.029192372,0.098108747,9.907955839,0.123719494,0.060539467,0.139989361,-0.081272085,6.163701068,6.237704918
18:44.1,-0.029003247,0.079196217,9.888523208,-0.013859724,0.151348668,-0.077771867,-0.081272085,6.160142349,6.245901639
18:44.1,-0.01958853,0.098108747,9.937289599,-0.029706854,0.105944068,0.108880614,-0.081272085,6.160142349,6.245901639
18:44.1,-0.010552065,0.154846336,9.936631858,0.123566616,0.0454046,0.04666312,-0.084805654,6.163701068,6.25
18:44.1,-0.057909334,0.088652482,9.927957437,0.199897597,-0.015134867,0.031108747,-0.077738516,6.160142349,6.245901639
18:44.1,-0.038701651,0.088652482,9.976815023,0.016152885,0.075674334,0.264424348,-0.081272085,6.163701068,6.233606557
18:44.2,-0.067891426,0.126477541,9.957108805,0.062624134,0.105944068,0.139989361,-0.081272085,6.160142349,6.233606557
18:44.2,-0.000664535,0.126477541,9.927006738,-0.013859724,0.151348668,0.015554373,-0.084805654,6.15658363,6.237704918
18:44.2,-0.039079901,0.126477541,9.897961094,0.13803785,-0.0454046,0.186652481,-0.102473498,6.163701068,6.245901639
18:44.2,-0.01036294,0.135933806,9.92700916,0.030471241,-0.030269734,0.124434987,-0.088339223,6.153024911,6.237704918
18:44.2,-0.010079252,0.107565012,9.946909876,-0.046012617,0.015134867,0.093326241,-0.077738516,6.153024911,6.237704918
18:44.2,-0.07721158,0.098108747,9.928055897,0.231591858,0.075674334,0.093326241,-0.077738516,6.167259786,6.237704918
18:44.2,-0.029097809,0.088652482,9.947289187,0.109248261,0.151348668,0.108880614,-0.102473498,6.163701068,6.233606557
18:44.2,-0.010079252,0.107565012,9.917480078,0.093095375,0.075674334,0.04666312,-0.074204947,6.15658363,6.241803279
18:44.2,-0.058098459,0.107565012,9.9572,0.076178103,-0.075674334,0.04666312,-0.077738516,6.153024911,6.237704918
18:44.2,0.008750181,0.145390071,9.965963196,-0.184050466,0.060539467,0.202206855,-0.081272085,6.160142349,6.237704918
18:44.2,-0.048400055,0.098108747,9.947387646,0.091260846,-0.105944068,0.077771867,-0.084805654,6.15658363,6.241803279
18:44.3,-0.010173814,0.117021277,9.946816259,0.076789613,-0.015134867,0.155543734,-0.074204947,6.160142349,6.241803279
18:44.3,-0.048872868,0.145390071,9.907679831,0.15327347,-0.060539467,0.124434987,-0.084805654,6.163701068,6.237704918
18:44.3,-0.038890776,0.107565012,10.00605759,0.200661984,0.060539467,-0.04666312,-0.077738516,6.15658363,6.237704918
18:44.3,-0.039079901,0.126477541,9.907771027,0.062165502,0.060539467,0.186652481,-0.077738516,6.160142349,6.245901639
18:44.3,-0.009795564,0.079196217,9.99624039,-0.13864936,-0.015134867,0.093326241,-0.084805654,6.15658363,6.245901639
18:44.3,-0.01921028,0.060283688,9.947473999,-0.124331004,-0.121078934,0.04666312,-0.077738516,6.153024911,6.241803279
18:44.3,-0.048305492,0.088652482,9.947481263,-0.061553992,0,0.077771867,-0.102473498,6.153024911,6.237704918
18:44.3,-0.009890126,0.088652482,9.927477245,0.169273478,0,0.202206855,-0.077738516,6.153024911,6.233606557
18:44.3,-0.019683093,0.107565012,9.927386049,0.229757328,-0.105944068,0.015554373,-0.084805654,6.15658363,6.229508197
18:44.3,-0.000759098,0.135933806,9.877863458,0.061859747,0.030269734,0.186652481,-0.081272085,6.163701068,6.233606557
18:44.4,-0.009701001,0.069739953,9.966904209,-0.000305755,-0.030269734,0.155543734,-0.084805654,6.15658363,6.237704918
18:44.4,-0.028814121,0.060283688,9.95737997,0.122496474,-0.060539467,0.124434987,-0.084805654,6.15658363,6.233606557
18:44.4,-0.029192372,0.098108747,9.937385637,0.230980348,0.015134867,0.062217494,-0.070671378,6.15658363,6.237704918
18:44.4,-0.038890776,0.107565012,9.957007923,0.060942482,-0.060539467,0.015554373,-0.081272085,6.160142349,6.233606557
18:44.4,-0.048494618,0.107565012,9.898244367,0.062624134,0.105944068,-0.139989361,-0.091872792,6.160142349,6.241803279
18:44.4,-0.038607088,0.079196217,9.967098707,0.030318364,-0.0454046,0.155543734,-0.077738516,6.163701068,6.237704918
18:44.4,-0.057909334,0.088652482,9.947577302,-0.030929873,-0.015134867,0.108880614,-0.077738516,6.153024911,6.233606557
18:44.4,-0.029192372,0.098108747,9.927575704,0.06170687,0.015134867,0.217761228,-0.077738516,6.167259786,6.245901639
18:44.4,-0.058098459,0.107565012,9.91796027,0.030471241,-0.030269734,-0.015554373,-0.084805654,6.163701068,6.237704918
18:44.4,-0.057720209,0.069739953,9.898714873,-0.031082751,-0.030269734,0.04666312,-0.077738516,6.15658363,6.25
18:44.5,-0.038796214,0.098108747,9.91786181,0.154190735,0.030269734,0.155543734,-0.081272085,6.160142349,6.237704918
18:44.5,-0.000286285,0.088652482,9.937191139,-0.061248237,0.030269734,0.031108747,-0.081272085,6.160142349,6.25
18:44.5,0.01863771,0.117021277,9.936718211,0.000152877,0.015134867,0.124434987,-0.077738516,6.163701068,6.241803279
18:44.5,-0.010079252,0.107565012,9.897860213,-0.108025241,-0.030269734,-0.031108747,-0.084805654,6.153024911,6.241803279
18:44.5,-0.019304843,0.069739953,9.868900922,0.077095368,0.015134867,0.015554373,-0.077738516,6.153024911,6.233606557
18:44.5,-0.010173814,0.117021277,9.956626191,0.04463672,-0.151348668,0.124434987,-0.091872792,6.15658363,6.25
18:44.5,-0.019493968,0.088652482,9.91776335,-0.015388498,0,0.093326241,-0.081272085,6.15658363,6.237704918
18:44.5,-0.038796214,0.098108747,9.947291608,-0.030318364,0.0454046,0.108880614,-0.074204947,6.163701068,6.233606557
18:44.5,-0.038985339,0.117021277,9.907864644,-0.076025225,0.090809201,0.186652481,-0.084805654,6.163701068,6.237704918
18:44.5,-0.048305492,0.088652482,9.976911061,-0.107872364,-0.015134867,0.015554373,-0.09540636,6.163701068,6.241803279
18:44.6,-0.057814771,0.079196217,9.928051054,0.092636743,0.030269734,0.155543734,-0.077738516,6.153024911,6.25
18:44.6,-0.048400055,0.098108747,9.947387646,0.015388498,0,0.093326241,-0.074204947,6.15658363,6.241803279
18:44.6,-0.000191722,0.079196217,9.927474823,0.170037865,0.075674334,0.295533095,-0.077738516,6.160142349,6.254098361
18:44.6,-0.019872218,0.126477541,9.90757895,0.031541383,0.075674334,0,-0.088339223,6.167259786,6.241803279
18:44.6,-0.038985339,0.117021277,9.927484509,-0.015541375,-0.015134867,0.04666312,-0.084805654,6.163701068,6.245901639
18:44.6,-0.057909334,0.088652482,9.967197167,0.09462415,0.227023002,-0.077771867,-0.077738516,6.15658363,6.245901639
18:44.6,-0.009984689,0.098108747,9.93719356,0.07694249,0,0.295533095,-0.077738516,6.15658363,6.237704918
18:44.6,-0.029192372,0.098108747,9.937385637,-0.030471241,0.030269734,0.077771867,-0.077738516,6.167259786,6.241803279
18:44.6,-0.029003247,0.079196217,9.927762938,0.016917272,0.151348668,-0.108880614,-0.084805654,6.160142349,6.229508197
18:44.6,-0.028908684,0.069739953,9.86899696,-0.107719486,0,-0.015554373,-0.077738516,6.15658363,6.237704918
18:44.6,0.008844744,0.135933806,9.936627015,-0.110624158,-0.287562469,0.077771867,-0.081272085,6.160142349,6.245901639
18:44.7,-0.01958853,0.098108747,9.917669733,-0.047388514,-0.121078934,-0.04666312,-0.081272085,6.153024911,6.245901639
18:44.7,-0.029192372,0.098108747,9.888335974,0.046471249,0.030269734,0.093326241,-0.077738516,6.15658363,6.237704918
18:44.7,-0.04821093,0.079196217,9.937764948,0.292687217,0.030269734,-0.031108747,-0.081272085,6.163701068,6.237704918
18:44.7,-0.010079252,0.107565012,9.946909876,0.030012609,-0.075674334,0.124434987,-0.088339223,6.170818505,6.254098361
18:44.7,-0.001704724,0.230496454,9.984836546,0.000764387,0.075674334,0.04666312,-0.106007067,6.15658363,6.229508197
18:44.7,-0.057814771,0.079196217,9.908431189,0.200967739,0.090809201,0.062217494,-0.106007067,6.163701068,6.25
18:44.7,-0.000380847,0.098108747,9.907667724,0.061859747,0.030269734,0,-0.09540636,6.160142349,6.25
18:44.8,-0.029192372,0.098108747,9.927575704,0.077401122,0.0454046,0.015554373,-0.09540636,6.15658363,6.245901639
18:44.8,-0.048400055,0.098108747,9.957197579,-0.092636743,-0.030269734,-0.015554373,-0.070671378,6.15658363,6.237704918
18:44.8,-0.048683743,0.126477541,9.917676998,0.123260862,0.015134867,0.077771867,-0.088339223,6.15658363,6.237704918
18:44.8,-0.019777656,0.117021277,9.917482499,-0.015541375,-0.015134867,-0.04666312,-0.077738516,6.149466192,6.241803279
18:44.9,-0.058003897,0.098108747,9.947483685,0.201885004,0.181618402,0.093326241,-0.084805654,6.163701068,6.241803279
18:44.9,-0.02947606,0.126477541,9.946914718,0.031847138,0.105944068,0.108880614,-0.074204947,6.163701068,6.245901639
18:44.9,-0.029097809,0.088652482,9.957099119,0.122802229,-0.030269734,0.04666312,-0.077738516,6.15658363,6.241803279
18:44.9,-0.029097809,0.088652482,9.947289187,0.139872379,0.136213801,0.108880614,-0.077738516,6.160142349,6.237704918
18:44.9,-0.020061344,0.145390071,9.936821513,0.047388514,0.121078934,-0.186652481,-0.09540636,6.145907473,6.245901639
18:44.9,-0.038890776,0.107565012,9.878528463,0.061553992,0,0.124434987,-0.074204947,6.163701068,6.237704918
18:44.9,-0.000664535,0.126477541,9.917196806,-0.184814854,-0.015134867,0.155543734,-0.081272085,6.15658363,6.233606557
18:44.9,-0.019493968,0.088652482,9.947193148,0.123107984,0,0.155543734,-0.077738516,6.163701068,6.241803279
18:44.9,-0.058193022,0.117021277,9.839387193,-0.138496482,0,-0.015554373,-0.081272085,6.163701068,6.237704918
18:44.9,-0.010079252,0.107565012,9.937099943,0.093706885,0.136213801,0.062217494,-0.081272085,6.160142349,6.237704918
18:44.9,-0.058098459,0.107565012,9.937580135,0.107107976,-0.060539467,0.202206855,-0.084805654,6.163701068,6.229508197
18:45.0,-0.029381497,0.117021277,9.996057998,-0.029859731,0.090809201,0.04666312,-0.091872792,6.170818505,6.233606557
18:45.0,-0.04821093,0.079196217,9.898525218,-0.061553992,0,0.186652481,-0.084805654,6.163701068,6.233606557
18:45.0,-0.048305492,0.088652482,9.898431601,0.001528774,0.151348668,0.108880614,-0.081272085,6.15658363,6.245901639
18:45.0,-0.057814771,0.079196217,9.888811323,-0.000458632,-0.0454046,0.202206855,-0.077738516,6.163701068,6.237704918
18:45.0,-0.029759748,0.154846336,9.91720407,-0.105884957,0.181618402,0.155543734,-0.091872792,6.149466192,6.237704918
18:45.0,-0.039079901,0.126477541,9.956820689,-0.031235628,-0.0454046,0.093326241,-0.081272085,6.160142349,6.241803279
18:45.0,-0.038417963,0.060283688,9.928046211,0.13742634,-0.105944068,0.233315601,-0.074204947,6.160142349,6.245901639
18:45.0,-0.000286285,0.088652482,9.858711678,0.016917272,0.151348668,0.124434987,-0.077738516,6.160142349,6.237704918
18:45.0,-0.038985339,0.117021277,9.898054711,0.00122302,0.121078934,0.015554373,-0.088339223,6.167259786,6.241803279
18:45.0,-0.01958853,0.098108747,9.927479666,0.154343613,0.0454046,0.077771867,-0.077738516,6.163701068,6.241803279
18:45.1,-0.02947606,0.126477541,9.878245191,0.000764387,0.075674334,0.124434987,-0.074204947,6.15658363,6.237704918
18:45.1,-0.048778306,0.135933806,9.868533718,0.108025241,0.030269734,0.155543734,-0.077738516,6.163701068,6.237704918
18:45.1,-0.029381497,0.117021277,9.947008335,0.060942482,-0.060539467,0.217761228,-0.102473498,6.153024911,6.233606557
18:45.1,-0.019966781,0.135933806,9.966344928,0.045706862,-0.0454046,0.062217494,-0.070671378,6.163701068,6.237704918
18:45.1,-0.047927242,0.050827423,9.967475597,0.016000008,0.060539467,0,-0.070671378,6.160142349,6.229508197
18:45.1,-0.029381497,0.117021277,9.937198403,0.109095383,0.136213801,0.062217494,-0.077738516,6.163701068,6.245901639
18:45.1,-0.029003247,0.079196217,9.986622534,0.07694249,0,0.062217494,-0.077738516,6.160142349,6.241803279
18:45.1,-0.038796214,0.098108747,9.927671743,0.123107984,0,0.186652481,-0.077738516,6.163701068,6.245901639
18:45.1,-0.086909984,0.107565012,9.918248385,0.21620336,0.075674334,0.04666312,-0.077738516,6.15658363,6.229508197
18:45.1,-0.019872218,0.126477541,9.966438545,-0.045248229,0.090809201,-0.155543734,-0.081272085,6.15658363,6.233606557
18:45.2,-0.019304843,0.069739953,9.917950585,0.015541375,0.015134867,0.139989361,-0.077738516,6.153024911,6.241803279
18:45.2,0.01863771,0.117021277,9.877858616,0.077248245,0.030269734,-0.062217494,-0.084805654,6.15658363,6.241803279
18:45.2,-0.058193022,0.117021277,9.986536181,0.031694261,0.090809201,0.04666312,-0.081272085,6.160142349,6.237704918
18:45.2,-0.039174464,0.135933806,9.956727072,0.031235628,0.0454046,0.124434987,-0.088339223,6.167259786,6.225409836
18:45.2,-0.048494618,0.107565012,9.937484097,-0.015235621,0.015134867,0.124434987,-0.070671378,6.153024911,6.237704918
18:45.2,-0.038417963,0.060283688,9.918236278,0.030471241,-0.030269734,0.04666312,-0.074204947,6.160142349,6.233606557
18:45.2,-0.029097809,0.088652482,9.927669321,0.06048385,-0.105944068,0.015554373,-0.081272085,6.153024911,6.233606557
18:45.2,-0.058287585,0.126477541,9.927582969,0.108330996,0.060539467,0.373304962,-0.091872792,6.163701068,6.25
18:45.2,-0.019683093,0.107565012,9.907766184,-0.075413716,0.151348668,0.031108747,-0.077738516,6.160142349,6.237704918
18:45.2,-0.048494618,0.107565012,9.888434434,-0.106802221,0.090809201,0.217761228,-0.074204947,6.153024911,6.241803279
18:45.3,-0.067418613,0.079196217,9.977196755,0.063541399,0.196753268,0.171098108,-0.074204947,6.163701068,6.237704918
18:45.3,-0.029192372,0.098108747,9.94719557,0.124178126,0.105944068,0.139989361,-0.077738516,6.15658363,6.245901639
18:45.3,-0.048305492,0.088652482,9.918051466,-0.06048385,0.105944068,0.04666312,-0.077738516,6.160142349,6.237704918
18:45.3,-0.038796214,0.098108747,9.927671743,-0.001375897,-0.136213801,0.108880614,-0.074204947,6.153024911,6.241803279
18:45.3,-0.019399405,0.079196217,9.917856967,0.108178118,0.0454046,0.077771867,-0.070671378,6.153024911,6.233606557
18:45.3,-0.038417963,0.060283688,9.937856143,0.185579241,0.090809201,0.108880614,-0.081272085,6.153024911,6.241803279
18:45.3,0.008939306,0.126477541,9.897480902,0.184967731,0.030269734,0.015554373,-0.081272085,6.163701068,6.25
